Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2012年度,坂　克彦,Tigers,1000,A型,180,84,35,内野手,18,35,8,0,NA,NA,NA,NA
2012年度,清水　誉,Tigers,850,A型,178,77,45,捕手,2,3,0,0,NA,NA,NA,NA
2012年度,伊藤　和雄,Tigers,800,A型,185,89,17,投手,1,NA,NA,NA,0,1,0,0
2012年度,白仁田　寛和,Tigers,800,B型,189,83,64,投手,2,NA,NA,NA,0,0,0,0
2012年度,森田　一成,Tigers,780,A型,185,95,69,内野手,11,24,5,0,NA,NA,NA,NA
2012年度,歳内　宏明,Tigers,720,B型,183,89,26,投手,1,NA,NA,NA,0,0,0,0
2012年度,野原　将志,Tigers,650,A型,184,85,37,内野手,5,14,3,0,NA,NA,NA,NA
2012年度,今成　亮太,Tigers,620,O型,178,80,49,捕手,60,96,28,0,NA,NA,NA,NA
2012年度,中谷　将大,Tigers,600,A型,187,86,60,捕手,6,10,0,0,NA,NA,NA,NA
2012年度,野原　祐也,Tigers,600,B型,177,88,94,外野手,3,7,1,0,NA,NA,NA,NA
2012年度,田上　健一,Tigers,600,A型,180,69,61,外野手,31,13,4,0,NA,NA,NA,NA
2012年度,黒瀬　春樹,Tigers,600,B型,180,80,38,内野手,2,0,0,0,NA,NA,NA,NA
2012年度,岩本　輝,Tigers,600,O型,182,81,59,投手,3,NA,NA,NA,2,1,0,0
2012年度,ラミレス,DeNA,35000,不明,180,100,3,外野手,137,476,143,19,NA,NA,NA,NA
2012年度,三浦　大輔,DeNA,15000,B型,183,88,18,投手,25,NA,NA,NA,9,9,0,0
2012年度,山口　俊,DeNA,10000,O型,187,90,11,投手,60,NA,NA,NA,1,2,22,3
2012年度,森本　稀哲,DeNA,8000,B型,185,81,5,外野手,108,201,49,3,NA,NA,NA,NA
2012年度,渡辺　直人,DeNA,6300,AB型,173,73,2,内野手,70,174,39,0,NA,NA,NA,NA
2012年度,山本　省吾,DeNA,6000,B型,177,77,15,投手,6,NA,NA,NA,1,4,0,0
2012年度,石川　雄洋,DeNA,5700,O型,183,78,7,内野手,80,263,75,1,NA,NA,NA,NA
2012年度,ジオ,DeNA,5500,不明,193,95,61,投手,8,NA,NA,NA,1,6,0,0
2012年度,江尻　慎太郎,DeNA,5000,O型,187,78,27,投手,2,NA,NA,NA,0,0,0,0
2012年度,金城　龍彦,DeNA,5000,A型,177,78,1,外野手,129,294,70,3,NA,NA,NA,NA
2012年度,吉村　裕基,DeNA,5000,B型,183,94,31,外野手,25,67,14,2,NA,NA,NA,NA
2012年度,高崎　健太郎,DeNA,4000,O型,176,82,22,投手,24,NA,NA,NA,7,10,0,0
2012年度,鶴岡　一成,DeNA,4000,A型,183,85,10,捕手,102,201,38,1,NA,NA,NA,NA
2012年度,内村　賢介,DeNA,3800,B型,163,65,23,内野手,77,236,56,0,NA,NA,NA,NA
2012年度,下園　辰哉,DeNA,3700,B型,179,81,50,外野手,90,139,35,0,NA,NA,NA,NA
2012年度,藤井　秀悟,DeNA,3500,A型,175,86,00,投手,16,NA,NA,NA,7,7,0,0
2012年度,牛田　成樹,DeNA,3200,A型,188,84,35,投手,5,NA,NA,NA,0,0,0,0
2012年度,小池　正晃,DeNA,2900,A型,182,88,8,外野手,88,130,25,3,NA,NA,NA,NA
2012年度,加賀　繁,DeNA,2700,B型,182,84,16,投手,61,NA,NA,NA,0,2,0,26
2012年度,林　昌範,DeNA,2600,O型,186,80,24,投手,32,NA,NA,NA,0,0,0,4
2012年度,藤江　均,DeNA,2500,O型,177,77,19,投手,52,NA,NA,NA,3,5,1,21
2012年度,大原　慎司,DeNA,2200,A型,174,65,41,投手,33,NA,NA,NA,1,0,0,5
2012年度,小林　太志,DeNA,2100,B型,184,87,14,投手,35,NA,NA,NA,2,3,0,1
2012年度,内藤　雄太,DeNA,1750,O型,182,86,39,外野手,8,6,1,0,NA,NA,NA,NA
2012年度,一輝,DeNA,1700,B型,180,87,9,内野手,56,57,10,0,NA,NA,NA,NA
2012年度,須田　幸太,DeNA,1700,AB型,175,78,20,投手,2,NA,NA,NA,0,2,0,0
2012年度,後藤　武敏,DeNA,1700,A型,176,84,55,内野手,51,125,32,6,NA,NA,NA,NA
2012年度,菊地　和正,DeNA,1500,B型,181,83,30,投手,63,NA,NA,NA,3,2,1,14
2012年度,サラサー,DeNA,1500,不明,183,90,42,内野手,13,27,6,0,NA,NA,NA,NA
2012年度,中村　紀洋,DeNA,1500,O型,180,93,99,内野手,126,442,121,11,NA,NA,NA,NA
2012年度,新沼　慎二,DeNA,1300,A型,185,84,29,捕手,4,2,0,0,NA,NA,NA,NA
2012年度,啓二朗,DeNA,1300,O型,180,78,6,外野手,18,8,1,0,NA,NA,NA,NA
2012年度,荒波　翔,DeNA,1300,A型,178,78,4,外野手,141,504,135,1,NA,NA,NA,NA
2012年度,筒香　嘉智,DeNA,1200,A型,184,95,25,内野手,108,386,84,10,NA,NA,NA,NA
2012年度,篠原　貴行,DeNA,1200,B型,178,80,34,投手,50,NA,NA,NA,1,3,0,16
2012年度,黒羽根　利規,DeNA,1100,A型,178,86,59,捕手,61,112,14,0,NA,NA,NA,NA
2012年度,加賀美　希昇,DeNA,1100,O型,187,94,21,投手,10,NA,NA,NA,3,3,0,0
2012年度,山崎　憲晴,DeNA,1070,O型,176,79,0,内野手,18,28,5,0,NA,NA,NA,NA
2012年度,クレイマー,DeNA,1000,不明,185,93,38,投手,2,NA,NA,NA,0,1,0,0
2012年度,井手　正太郎,DeNA,1000,O型,179,79,26,外野手,11,28,6,2,NA,NA,NA,NA
2012年度,ハミルトン,DeNA,1000,不明,196,91,38,投手,9,NA,NA,NA,0,0,0,1
2012年度,国吉　佑樹,DeNA,1000,A型,196,100,65,投手,19,NA,NA,NA,4,12,0,0
2012年度,小杉　陽太,DeNA,840,O型,187,88,54,投手,17,NA,NA,NA,1,0,0,0
2012年度,福山　博之,DeNA,800,B型,172,70,45,投手,2,NA,NA,NA,0,0,0,0
2012年度,佐藤　祥万,DeNA,750,B型,172,78,60,投手,6,NA,NA,NA,0,0,0,1
2012年度,阿斗里,DeNA,750,A型,190,95,58,投手,2,NA,NA,NA,0,0,0,0
2012年度,北　篤,DeNA,750,A型,182,83,43,外野手,2,1,0,0,NA,NA,NA,NA
2012年度,福田　岳洋,DeNA,720,A型,181,83,49,投手,5,NA,NA,NA,0,0,0,0
2012年度,ブランドン,DeNA,700,不明,188,87,52,投手,16,NA,NA,NA,2,8,0,0
2012年度,田中　健二朗,DeNA,700,B型,179,75,46,投手,15,NA,NA,NA,0,2,0,0
2012年度,高城　俊人,DeNA,650,AB型,176,80,32,捕手,45,106,18,0,NA,NA,NA,NA
2012年度,梶谷　隆幸,DeNA,640,A型,180,78,63,内野手,80,223,40,2,NA,NA,NA,NA
2012年度,王　溢正,DeNA,610,不明,189,78,66,投手,6,NA,NA,NA,0,4,0,0
2012年度,大原　淳也,DeNA,600,O型,174,77,51,内野手,1,0,0,0,NA,NA,NA,NA
2012年度,桑原　将志,DeNA,540,B型,174,74,37,内野手,3,3,1,0,NA,NA,NA,NA
2012年度,伊藤　拓郎,DeNA,450,B型,185,86,67,投手,2,NA,NA,NA,0,0,0,1
2012年度,小笠原　道大,Giants,43000,A型,178,83,2,内野手,34,92,14,0,NA,NA,NA,NA
2012年度,阿部　慎之助,Giants,40000,A型,180,97,10,捕手,138,467,159,27,NA,NA,NA,NA
2012年度,杉内　俊哉,Giants,35000,A型,175,82,18,投手,24,NA,NA,NA,12,4,0,0
2012年度,内海　哲也,Giants,22000,A型,186,90,26,投手,28,NA,NA,NA,15,6,0,0
2012年度,村田　修一,Giants,22000,AB型,177,92,25,内野手,144,516,130,12,NA,NA,NA,NA
2012年度,ホールトン,Giants,19500,A型,193,107,54,投手,25,NA,NA,NA,12,8,0,0
2012年度,高橋　由伸,Giants,17000,O型,180,87,24,外野手,130,368,88,8,NA,NA,NA,NA
2012年度,久保　裕也,Giants,15000,B型,177,80,11,投手,2,NA,NA,NA,0,0,0,0
2012年度,山口　鉄也,Giants,12000,A型,184,86,47,投手,72,NA,NA,NA,3,2,5,44
2012年度,坂本　勇人,Giants,11000,AB型,185,80,6,内野手,144,557,173,14,NA,NA,NA,NA
2012年度,長野　久義,Giants,9500,O型,180,83,7,外野手,144,574,173,14,NA,NA,NA,NA
2012年度,谷　佳知,Giants,8000,O型,173,77,8,外野手,89,229,59,3,NA,NA,NA,NA
2012年度,マシソン,Giants,7800,不明,191,104,20,投手,40,NA,NA,NA,2,0,10,8
2012年度,越智　大祐,Giants,7500,A型,185,88,22,投手,5,NA,NA,NA,0,1,0,0
2012年度,東野　峻,Giants,6500,AB型,186,89,17,投手,1,NA,NA,NA,0,0,0,0
2012年度,ボウカー,Giants,6000,不明,188,86,36,外野手,69,184,36,3,NA,NA,NA,NA
2012年度,澤村　拓一,Giants,5200,A型,183,96,15,投手,27,NA,NA,NA,10,10,0,0
2012年度,ゴンザレス,Giants,5000,不明,178,90,49,投手,11,NA,NA,NA,4,1,0,0
2012年度,亀井　義行,Giants,4200,AB型,178,80,9,内野手,60,110,26,2,NA,NA,NA,NA
2012年度,鈴木　尚広,Giants,4000,A型,180,78,12,外野手,91,20,5,0,NA,NA,NA,NA
2012年度,西村　健太朗,Giants,4000,A型,184,90,35,投手,69,NA,NA,NA,3,2,32,12
2012年度,古城　茂幸,Giants,3700,B型,174,77,51,内野手,65,129,27,0,NA,NA,NA,NA
2012年度,高木　康成,Giants,3300,A型,182,77,13,投手,40,NA,NA,NA,3,1,0,6
2012年度,矢野　謙次,Giants,3000,O型,178,81,48,外野手,62,101,31,1,NA,NA,NA,NA
2012年度,藤村　大介,Giants,2400,AB型,173,73,0,内野手,109,238,60,0,NA,NA,NA,NA
2012年度,松本　哲也,Giants,2200,O型,168,66,31,外野手,83,198,51,0,NA,NA,NA,NA
2012年度,エドガー,Giants,2000,不明,183,82,42,内野手,57,174,41,4,NA,NA,NA,NA
2012年度,實松　一成,Giants,2000,A型,177,81,27,捕手,58,74,14,2,NA,NA,NA,NA
2012年度,加藤　健,Giants,1800,A型,186,90,40,捕手,13,19,3,0,NA,NA,NA,NA
2012年度,野間口　貴彦,Giants,1700,A型,183,90,45,投手,3,NA,NA,NA,0,0,0,0
2012年度,寺内　崇幸,Giants,1700,B型,177,73,00,内野手,103,191,46,1,NA,NA,NA,NA
2012年度,石井　義人,Giants,1600,O型,178,85,33,内野手,51,54,17,0,NA,NA,NA,NA
2012年度,小野　淳平,Giants,1500,B型,178,81,43,投手,9,NA,NA,NA,0,1,0,0
2012年度,福田　聡志,Giants,1300,O型,180,76,59,投手,50,NA,NA,NA,8,1,0,17
2012年度,高口　隆行,Giants,1200,B型,180,78,53,内野手,4,6,1,0,NA,NA,NA,NA
2012年度,星野　真澄,Giants,1050,A型,181,78,60,投手,6,NA,NA,NA,1,0,0,1
2012年度,江柄子　裕樹,Giants,1000,B型,183,78,62,投手,7,NA,NA,NA,0,2,0,0
2012年度,一岡　竜司,Giants,1000,O型,179,80,46,投手,4,NA,NA,NA,0,0,0,0
2012年度,中谷　仁,Giants,1000,A型,183,95,44,捕手,5,2,0,0,NA,NA,NA,NA
2012年度,大田　泰示,Giants,950,O型,188,92,55,外野手,21,63,16,2,NA,NA,NA,NA
2012年度,小山　雄輝,Giants,820,O型,187,77,94,投手,10,NA,NA,NA,2,2,0,1
2012年度,隠善　智也,Giants,810,O型,174,77,52,外野手,22,21,2,0,NA,NA,NA,NA
2012年度,加治前　竜一,Giants,800,A型,175,80,50,外野手,47,62,15,0,NA,NA,NA,NA
2012年度,高木　京介,Giants,800,AB型,182,80,57,投手,34,NA,NA,NA,2,0,1,10
2012年度,中井　大介,Giants,700,B型,182,84,61,内野手,16,26,7,0,NA,NA,NA,NA
2012年度,笠原　将生,Giants,700,O型,191,95,93,投手,4,NA,NA,NA,1,0,0,0
2012年度,田原　誠次,Giants,700,A型,178,70,63,投手,32,NA,NA,NA,2,0,0,7
2012年度,市川　友也,Giants,650,O型,176,78,69,捕手,5,7,0,0,NA,NA,NA,NA
2012年度,宮國　椋丞,Giants,630,B型,185,76,30,投手,17,NA,NA,NA,6,2,0,0
2012年度,岩瀬　仁紀,Dragons,45000,AB型,181,85,13,投手,54,NA,NA,NA,1,3,33,6
2012年度,和田　一浩,Dragons,33000,O型,182,90,5,外野手,144,508,145,9,NA,NA,NA,NA
2012年度,浅尾　拓也,Dragons,26000,A型,182,75,41,投手,29,NA,NA,NA,1,0,1,15
2012年度,吉見　一起,Dragons,24000,A型,182,91,19,投手,19,NA,NA,NA,13,4,0,0
2012年度,荒木　雅博,Dragons,20000,A型,180,74,2,内野手,129,510,128,3,NA,NA,NA,NA
2012年度,森野　将彦,Dragons,19000,AB型,180,85,30,内野手,124,434,108,6,NA,NA,NA,NA
2012年度,谷繁　元信,Dragons,18000,A型,176,81,27,捕手,134,386,88,5,NA,NA,NA,NA
2012年度,井端　弘和,Dragons,17000,B型,173,75,6,内野手,140,489,139,2,NA,NA,NA,NA
2012年度,ブランコ,Dragons,13000,A型,188,102,42,内野手,96,311,77,24,NA,NA,NA,NA
2012年度,ネルソン,Dragons,7800,B型,204,86,49,投手,6,NA,NA,NA,0,1,0,1
2012年度,平井　正史,Dragons,6500,O型,185,97,33,投手,2,NA,NA,NA,0,1,0,1
2012年度,小林正,Dragons,6400,A型,181,86,69,投手,41,NA,NA,NA,2,0,0,14
2012年度,中田　賢一,Dragons,6000,O型,180,78,20,投手,22,NA,NA,NA,7,10,0,0
2012年度,朝倉　健太,Dragons,5700,O型,186,94,14,投手,16,NA,NA,NA,0,0,0,0
2012年度,鈴木　義広,Dragons,5580,A型,188,88,23,投手,9,NA,NA,NA,0,0,0,0
2012年度,高橋　聡文,Dragons,5250,A型,176,85,67,投手,11,NA,NA,NA,0,0,0,0
2012年度,山本昌,Dragons,4000,AB型,186,87,34,投手,13,NA,NA,NA,3,2,0,0
2012年度,ソト,Dragons,3900,A型,185,96,70,投手,18,NA,NA,NA,4,1,0,3
2012年度,三瀬　幸司,Dragons,3800,A型,177,77,39,投手,2,NA,NA,NA,0,0,0,1
2012年度,山井　大介,Dragons,3600,A型,179,82,29,投手,56,NA,NA,NA,4,3,15,13
2012年度,小田　幸平,Dragons,3600,A型,180,84,52,捕手,35,48,13,0,NA,NA,NA,NA
2012年度,英智,Dragons,3200,O型,182,74,24,外野手,53,19,4,0,NA,NA,NA,NA
2012年度,小笠原　孝,Dragons,3000,A型,173,80,43,投手,7,NA,NA,NA,0,2,0,1
2012年度,山崎　武司,Dragons,3000,A型,181,105,7,内野手,90,191,40,1,NA,NA,NA,NA
2012年度,雄太,Dragons,3000,O型,178,77,17,投手,14,NA,NA,NA,3,5,0,0
2012年度,川上　憲伸,Dragons,3000,O型,179,90,11,投手,7,NA,NA,NA,3,1,0,0
2012年度,平田　良介,Dragons,3000,B型,177,88,40,外野手,91,269,58,11,NA,NA,NA,NA
2012年度,大島　洋平,Dragons,2500,A型,176,74,8,外野手,144,555,172,1,NA,NA,NA,NA
2012年度,野本　圭,Dragons,2400,B型,180,81,9,外野手,49,68,18,0,NA,NA,NA,NA
2012年度,藤井　淳志,Dragons,2400,O型,182,81,4,外野手,54,56,11,0,NA,NA,NA,NA
2012年度,堂上　剛裕,Dragons,2400,O型,183,85,63,外野手,85,156,44,4,NA,NA,NA,NA
2012年度,ソーサ,Dragons,2310,不明,188,100,65,投手,53,NA,NA,NA,5,1,4,21
2012年度,岩崎　達郎,Dragons,1800,O型,175,75,46,内野手,36,20,2,0,NA,NA,NA,NA
2012年度,山内　壮馬,Dragons,1800,AB型,181,83,26,投手,24,NA,NA,NA,10,7,0,0
2012年度,ディアス,Dragons,1550,不明,182,95,44,外野手,21,23,4,0,NA,NA,NA,NA
2012年度,堂上　直倫,Dragons,1500,O型,184,82,1,内野手,116,167,35,0,NA,NA,NA,NA
2012年度,久本　祐一,Dragons,1400,O型,177,77,61,投手,5,NA,NA,NA,0,0,0,0
2012年度,大野　雄大,Dragons,1350,O型,183,78,22,投手,9,NA,NA,NA,4,3,0,1
2012年度,岩田　慎司,Dragons,1200,B型,181,80,28,投手,20,NA,NA,NA,5,5,0,0
2012年度,高橋　周平,Dragons,1200,O型,180,85,31,内野手,41,71,11,2,NA,NA,NA,NA
2012年度,中田　亮二,Dragons,1100,A型,171,107,50,内野手,6,4,1,0,NA,NA,NA,NA
2012年度,武藤　祐太,Dragons,1100,O型,178,85,25,投手,33,NA,NA,NA,4,0,0,3
2012年度,松井　佑介,Dragons,1000,O型,183,83,56,外野手,42,65,15,1,NA,NA,NA,NA
2012年度,田島　慎二,Dragons,1000,B型,181,84,45,投手,56,NA,NA,NA,5,3,0,30
2012年度,伊藤　準規,Dragons,900,B型,186,72,18,投手,2,NA,NA,NA,1,0,0,0
2012年度,松井　雅人,Dragons,900,A型,179,78,47,捕手,4,2,0,0,NA,NA,NA,NA
2012年度,前田　章宏,Dragons,850,O型,184,91,38,捕手,3,6,0,0,NA,NA,NA,NA
2012年度,谷　哲也,Dragons,800,A型,180,78,36,内野手,11,5,1,0,NA,NA,NA,NA
2012年度,福田　永将,Dragons,750,O型,181,80,55,捕手,49,51,9,1,NA,NA,NA,NA
2012年度,田中　大輔,Dragons,720,O型,175,81,58,捕手,15,19,2,0,NA,NA,NA,NA
2012年度,柳田　殖生,Dragons,680,A型,178,77,53,内野手,29,24,5,0,NA,NA,NA,NA
2012年度,吉川　大幾,Dragons,680,A型,175,70,3,内野手,3,2,1,0,NA,NA,NA,NA
2012年度,西川　健太郎,Dragons,660,A型,184,73,32,投手,3,NA,NA,NA,0,0,0,0
2012年度,小熊　凌祐,Dragons,600,B型,180,80,64,投手,1,NA,NA,NA,0,0,0,0
2012年度,小川　龍也,Dragons,550,A型,182,70,16,投手,1,NA,NA,NA,0,1,0,0
2012年度,矢地　健人,Dragons,500,O型,180,68,59,投手,5,NA,NA,NA,0,0,0,0
2012年度,林　昌勇,Swallows,36000,O型,180,80,12,投手,9,NA,NA,NA,0,0,0,3
2012年度,石川　雅規,Swallows,20000,A型,167,69,19,投手,27,NA,NA,NA,8,11,0,0
2012年度,宮本　慎也,Swallows,20000,O型,176,70,6,内野手,110,356,95,3,NA,NA,NA,NA
2012年度,館山　昌平,Swallows,19000,O型,181,93,25,投手,25,NA,NA,NA,12,8,0,1
2012年度,相川　亮二,Swallows,12000,A型,182,86,2,捕手,72,220,54,1,NA,NA,NA,NA
2012年度,田中　浩康,Swallows,9800,O型,177,77,7,内野手,139,486,133,2,NA,NA,NA,NA
2012年度,畠山　和洋,Swallows,9700,O型,180,96,33,内野手,121,455,121,13,NA,NA,NA,NA
2012年度,松岡　健一,Swallows,9000,AB型,181,83,21,投手,7,NA,NA,NA,0,0,0,2
2012年度,バレンティン,Swallows,7500,O型,185,100,4,外野手,106,353,96,31,NA,NA,NA,NA
2012年度,福地　寿樹,Swallows,7000,O型,184,85,3,外野手,83,188,48,0,NA,NA,NA,NA
2012年度,押本　健彦,Swallows,6800,A型,181,92,65,投手,65,NA,NA,NA,4,1,1,22
2012年度,バーネット,Swallows,5800,不明,188,86,34,投手,57,NA,NA,NA,1,2,33,3
2012年度,ミレッジ,Swallows,4500,不明,183,93,85,外野手,125,476,143,21,NA,NA,NA,NA
2012年度,村中　恭兵,Swallows,4500,B型,187,84,15,投手,25,NA,NA,NA,10,7,0,0
2012年度,飯原　誉士,Swallows,4400,O型,181,81,9,外野手,50,93,15,1,NA,NA,NA,NA
2012年度,増渕　竜義,Swallows,4100,A型,186,86,22,投手,49,NA,NA,NA,2,7,0,8
2012年度,川端　慎吾,Swallows,3600,O型,185,82,5,内野手,125,453,135,4,NA,NA,NA,NA
2012年度,小野寺　力,Swallows,3000,B型,188,96,29,投手,4,NA,NA,NA,0,0,0,0
2012年度,藤本　敦士,Swallows,2700,O型,174,72,10,内野手,66,78,17,0,NA,NA,NA,NA
2012年度,武内　晋一,Swallows,2500,O型,175,85,8,内野手,52,82,20,1,NA,NA,NA,NA
2012年度,ロマン,Swallows,2500,不明,185,102,53,投手,26,NA,NA,NA,9,11,0,0
2012年度,川本　良平,Swallows,2300,A型,178,85,28,捕手,27,43,11,1,NA,NA,NA,NA
2012年度,久古　健太郎,Swallows,2300,A型,181,82,26,投手,9,NA,NA,NA,0,0,0,1
2012年度,松井　光介,Swallows,2200,A型,171,82,44,投手,20,NA,NA,NA,1,0,0,1
2012年度,赤川　克紀,Swallows,2100,A型,184,87,47,投手,28,NA,NA,NA,8,9,0,0
2012年度,中澤　雅人,Swallows,1850,AB型,179,80,14,投手,3,NA,NA,NA,2,0,0,0
2012年度,福川　将和,Swallows,1800,O型,177,86,37,捕手,7,7,1,1,NA,NA,NA,NA
2012年度,森岡　良介,Swallows,1700,A型,172,72,68,内野手,100,245,61,1,NA,NA,NA,NA
2012年度,七條　祐樹,Swallows,1600,A型,180,84,42,投手,6,NA,NA,NA,2,3,0,0
2012年度,松元　ユウイチ,Swallows,1550,A型,178,83,31,外野手,21,37,7,0,NA,NA,NA,NA
2012年度,渡辺　恒樹,Swallows,1500,O型,176,74,48,投手,3,NA,NA,NA,0,0,0,0
2012年度,雄平,Swallows,1350,A型,175,82,41,外野手,47,143,40,0,NA,NA,NA,NA
2012年度,野口　祥順,Swallows,1150,A型,185,78,55,内野手,39,38,10,0,NA,NA,NA,NA
2012年度,荒木　貴裕,Swallows,1100,AB型,179,76,24,内野手,6,5,1,0,NA,NA,NA,NA
2012年度,宮出　隆自,Swallows,1100,A型,192,90,49,外野手,37,54,16,3,NA,NA,NA,NA
2012年度,山本　哲哉,Swallows,1050,A型,179,74,20,投手,50,NA,NA,NA,2,2,0,17
2012年度,上田　剛史,Swallows,1000,B型,179,73,50,外野手,50,148,38,0,NA,NA,NA,NA
2012年度,比屋根　渉,Swallows,1000,O型,180,69,0,外野手,43,44,12,0,NA,NA,NA,NA
2012年度,阿部　健太,Swallows,1000,A型,184,81,58,投手,15,NA,NA,NA,0,0,0,0
2012年度,三輪　正義,Swallows,900,A型,168,68,60,内野手,65,29,8,0,NA,NA,NA,NA
2012年度,水田　圭介,Swallows,900,AB型,174,75,54,内野手,2,3,0,0,NA,NA,NA,NA
2012年度,新田　玄気,Swallows,860,A型,172,80,32,捕手,8,9,2,0,NA,NA,NA,NA
2012年度,山田　哲人,Swallows,800,O型,180,74,23,内野手,26,44,11,1,NA,NA,NA,NA
2012年度,正田　樹,Swallows,800,A型,188,90,61,投手,24,NA,NA,NA,0,0,0,3
2012年度,松井　淳,Swallows,760,O型,176,88,57,外野手,46,143,41,5,NA,NA,NA,NA
2012年度,中村　悠平,Swallows,650,A型,176,70,52,捕手,91,209,53,1,NA,NA,NA,NA
2012年度,日高　亮,Swallows,650,O型,181,73,45,投手,66,NA,NA,NA,3,2,0,15
2012年度,フェルナンデス,Swallows,600,A型,180,78,66,投手,9,NA,NA,NA,1,0,0,0
2012年度,八木　亮祐,Swallows,500,O型,180,73,70,投手,3,NA,NA,NA,1,0,0,0
2012年度,平井　諒,Swallows,500,O型,183,74,67,投手,22,NA,NA,NA,2,2,1,2
2012年度,小久保　裕紀,Softbank,30000,AB型,182,87,9,内野手,103,331,79,4,NA,NA,NA,NA
2012年度,本多　雄一,Softbank,20000,O型,174,72,46,内野手,123,480,118,0,NA,NA,NA,NA
2012年度,松中　信彦,Softbank,20000,B型,183,98,3,外野手,65,136,30,4,NA,NA,NA,NA
2012年度,ファルケンボーグ,Softbank,20000,不明,200,106,25,投手,23,NA,NA,NA,0,1,13,4
2012年度,攝津　正,Softbank,19000,O型,181,90,50,投手,27,NA,NA,NA,17,5,0,0
2012年度,内川　聖一,Softbank,17000,B型,185,88,1,外野手,138,523,157,7,NA,NA,NA,NA
2012年度,ペーニャ,Softbank,14000,不明,191,118,8,外野手,130,461,129,21,NA,NA,NA,NA
2012年度,多村　仁志,Softbank,11000,B型,180,82,6,外野手,79,200,50,4,NA,NA,NA,NA
2012年度,帆足　和幸,Softbank,11000,O型,180,80,11,投手,1,NA,NA,NA,0,1,0,0
2012年度,松田　宣浩,Softbank,10000,B型,180,85,5,内野手,95,360,108,9,NA,NA,NA,NA
2012年度,長谷川　勇也,Softbank,7200,AB型,180,84,24,外野手,126,403,112,4,NA,NA,NA,NA
2012年度,細川　亨,Softbank,7100,B型,184,104,27,捕手,92,185,29,2,NA,NA,NA,NA
2012年度,森福　允彦,Softbank,7000,A型,171,65,19,投手,65,NA,NA,NA,2,5,17,24
2012年度,ピント,Softbank,7000,不明,196,119,63,投手,2,NA,NA,NA,1,1,0,0
2012年度,金澤　健人,Softbank,4500,A型,187,91,51,投手,49,NA,NA,NA,1,0,0,7
2012年度,山崎　勝己,Softbank,3800,O型,179,82,29,捕手,85,86,17,0,NA,NA,NA,NA
2012年度,ドイル,Softbank,3500,不明,193,113,31,投手,3,NA,NA,NA,1,1,0,0
2012年度,ペニー,Softbank,3500,不明,193,104,31,投手,1,NA,NA,NA,0,1,0,0
2012年度,山田　大樹,Softbank,3000,B型,189,92,34,投手,24,NA,NA,NA,8,10,0,0
2012年度,大隣　憲司,Softbank,3000,A型,175,85,28,投手,25,NA,NA,NA,12,8,0,0
2012年度,田上　秀則,Softbank,3000,AB型,178,83,70,捕手,1,2,0,0,NA,NA,NA,NA
2012年度,福田　秀平,Softbank,2500,AB型,181,77,37,外野手,63,53,10,0,NA,NA,NA,NA
2012年度,甲藤　啓介,Softbank,2500,O型,181,92,48,投手,6,NA,NA,NA,0,1,0,0
2012年度,アレン,Softbank,2340,不明,188,106,42,内野手,12,35,6,0,NA,NA,NA,NA
2012年度,カブレラ,Softbank,2340,不明,185,100,42,内野手,8,29,6,1,NA,NA,NA,NA
2012年度,城所　龍磨,Softbank,2300,B型,177,76,23,外野手,73,12,2,0,NA,NA,NA,NA
2012年度,新垣　渚,Softbank,2200,O型,190,83,18,投手,15,NA,NA,NA,6,5,0,0
2012年度,吉川　輝昭,Softbank,2200,O型,184,92,00,投手,25,NA,NA,NA,0,1,0,0
2012年度,明石　健志,Softbank,2000,B型,175,64,36,内野手,135,508,129,1,NA,NA,NA,NA
2012年度,藤岡　好明,Softbank,2000,O型,178,82,40,投手,39,NA,NA,NA,1,0,0,8
2012年度,大場　翔太,Softbank,2000,A型,183,91,17,投手,10,NA,NA,NA,2,5,0,0
2012年度,岩嵜　翔,Softbank,1800,O型,189,76,41,投手,29,NA,NA,NA,5,10,0,3
2012年度,神内　靖,Softbank,1600,O型,176,86,38,投手,20,NA,NA,NA,0,0,0,4
2012年度,高谷　裕亮,Softbank,1450,O型,179,85,12,捕手,64,133,28,0,NA,NA,NA,NA
2012年度,カストロ,Softbank,1200,不明,180,91,64,投手,3,NA,NA,NA,0,0,0,0
2012年度,柳田　悠岐,Softbank,1200,AB型,187,89,44,外野手,68,195,48,5,NA,NA,NA,NA
2012年度,陽　耀勲,Softbank,1100,不明,178,87,91,投手,9,NA,NA,NA,2,3,0,1
2012年度,金　無英,Softbank,1100,A型,180,82,61,投手,29,NA,NA,NA,1,1,0,3
2012年度,ロメロ,Softbank,1000,不明,196,84,39,投手,3,NA,NA,NA,0,0,0,0
2012年度,金子　圭輔,Softbank,1000,B型,180,74,4,内野手,41,11,2,0,NA,NA,NA,NA
2012年度,嘉弥真　新也,Softbank,1000,O型,172,65,57,投手,4,NA,NA,NA,0,0,0,0
2012年度,仲澤　忠厚,Softbank,1000,AB型,178,79,0,内野手,9,1,0,0,NA,NA,NA,NA
2012年度,巽　真悟,Softbank,1000,O型,182,78,20,投手,4,NA,NA,NA,0,1,0,0
2012年度,中西　健太,Softbank,900,A型,178,81,58,外野手,8,13,2,1,NA,NA,NA,NA
